StringID_0,String_1,metadata
6,アンデッド型,belong
9,マシーン型,belong
10,火炎型,belong
11,幻獣型,belong
12,獣型,belong
13,ゴースト型,belong
14,突然変異型,belong
15,巨鳥型,belong
16,竜人型,belong
17,獣人型,belong
19,獣竜型,belong
20,獣型,belong
21,水棲哺乳類型,belong
23,突然変異型,belong
24,妖精型,belong
25,サイボーグ型,belong
26,戦士型,belong
27,竜人型,belong
28,突然変異型,belong
30,魔獣型,belong
31,アンデッド型,belong
32,魔獣型,belong
33,角竜型,belong
34,魔王型,belong
35,魔王型,belong
36,魔王型,belong
37,魔王型,belong
38,魔王型,belong
39,魔王型,belong
40,魔王型,belong
41,パペット型,belong
42,昆虫型,belong
43,魔獣型,belong
44,突然変異型,belong
45,鳥人型,belong
46,竜人型,belong
47,邪竜型,belong
48,聖竜型,belong
49,獣人型,belong
50,爬虫類型,belong
51,サイボーグ型,belong
52,サイボーグ型,belong
53,聖獣型,belong
54,恐竜型,belong
55,獣型,belong
56,植物型,belong
57,妖精型,belong
58,植物型,belong
59,サイボーグ型,belong
60,サイボーグ型,belong
61,パペット型,belong
68,獣型,belong
69,突然変異型,belong
70,軟体型,belong
71,サイボーグ型,belong
72,獣人型,belong
73,妖精型,belong
74,サイボーグ型,belong
75,神人型,belong
76,魔人型,belong
77,聖獣型,belong
78,魔竜型,belong
79,突然変異型,belong
80,神人型,belong
81,小悪魔型,belong
82,幻獣型,belong
83,幻獣型,belong
84,聖獣型,belong
85,アンデッド型,belong
86,聖騎士型,belong
87,天使型,belong
88,聖騎士型,belong
90,爬虫類型,belong
91,昆虫型,belong
92,聖獣型,belong
93,堕天使型,belong
94,光竜型,belong
95,獣騎士型,belong
96,哺乳類型,belong
97,小悪魔型,belong
98,サイボーグ型,belong
100,獣人型,belong
101,大天使型,belong
102,獣人型,belong
103,甲殻類型,belong
104,神人型,belong
105,聖騎士型,belong
106,種族不明,belong
107,堕天使型,belong
111,鬼人型,belong
112,獣型,belong
113,突然変異型,belong
114,小竜型,belong
115,恐竜型,belong
116,竜人型,belong
117,聖鳥型,belong
118,特異型,belong
126,聖騎士型,belong
127,パペット型,belong
128,昆虫型,belong
129,水棲獣人型,belong
130,古代魚型,belong
132,水棲型,belong
133,水棲型,belong
134,サイボーグ型,belong
135,サイボーグ型,belong
136,獣型,belong
137,獣型,belong
138,獣人型,belong
139,獣型,belong
140,獣人型,belong
141,獣型,belong
142,突然変異型,belong
143,爬虫類型,belong
144,昆虫型,belong
145,水棲型,belong
146,聖獣型,belong
147,聖獣型,belong
148,大天使型,belong
149,魔竜型,belong
150,暗黒騎士型,belong
151,爬虫類型,belong
162,妖精型,belong
163,水棲型,belong
168,神人型,belong
169,神人型,belong
170,神人型,belong
171,神人型,belong
172,神人型,belong
173,神人型,belong
174,神人型,belong
175,竜人型,belong
176,神人型,belong
177,火炎型,belong
178,神人型,belong
179,神人型,belong
180,神人型,belong
181,神人型,belong
182,サイボーグ型,belong
183,神人型,belong
184,神人型,belong
185,神人型,belong
186,神人型,belong
187,神人型,belong
188,神人型,belong
189,神人型,belong
190,獣型,belong
191,獣竜型,belong
192,獣竜型,belong
193,獣竜型,belong
194,マシーン型,belong
195,魔人型,belong
196,突然変異型,belong
197,巨鳥型,belong
198,マシーン型,belong
199,魔獣型,belong
208,竜型,belong
209,竜型,belong
210,天竜型,belong
211,地竜型,belong
213,竜人型,belong
214,機竜型,belong
215,聖騎士型,belong
217,突然変異型,belong
218,竜型,belong
219,爬虫類型,belong
220,魔人型,belong
222,魔獣型,belong
223,魔獣型,belong
224,魔人型,belong
225,魔人型,belong
226,アンデッド型,belong
227,魔人型,belong
228,合成型,belong
229,合成型,belong
230,合成型,belong
231,聖獣型,belong
232,神人型,belong
233,魔王型,belong
234,獣型,belong
235,獣型,belong
237,魔人型,belong
239,アンデッド型,belong
240,軟体型,belong
241,マシーン型,belong
242,レッサー型,belong
301,サイボーグ型,belong
302,サイボーグ型,belong
303,昆虫型,belong
304,昆虫型,belong
305,昆虫型,belong
306,昆虫型,belong
307,ヒナ鳥型,belong
308,巨鳥型,belong
309,鳥人型,belong
310,聖獣型,belong
311,パペット型,belong
312,サイボーグ型,belong
313,ミュータント型,belong
314,食虫植物型,belong
315,熾天使型,belong
316,スライム型,belong
317,スライム型,belong
320,スライム型,belong
321,レッサー型,belong
322,レッサー型,belong
325,レッサー型,belong
326,恐竜型,belong
327,サイボーグ型,belong
328,種族不明,belong
329,古代竜型,belong
331,古代獣型,belong
338,古代突然変異型,belong
341,マシーン型,belong
342,サイボーグ型,belong
343,海獣型,belong
344,海獣型,belong
345,海獣型,belong
346,獣人型,belong
347,水棲型,belong
348,植物型,belong
349,植物型,belong
357,聖騎士型,belong
358,聖騎士型,belong
359,妖精型,belong
361,哺乳類型,belong
363,恐竜型,belong
364,サイボーグ型,belong
365,幻竜型,belong
367,昆虫型,belong
368,軟体型,belong
369,鎧竜型,belong
370,氷雪型,belong
371,珍獣型,belong
372,獣人型,belong
373,獣型,belong
374,パーフェクト型,belong
375,インベイド型,belong
376,両生類型,belong
377,魔人型,belong
378,鳥型,belong
379,植物型,belong
380,突然変異型,belong
382,聖騎士型,belong
383,サイボーグ型,belong
385,マシーン型,belong
387,スライム型,belong
388,レッサー型,belong
389,両生類型,belong
390,天使型,belong
391,獣人型,belong
392,幼虫型,belong
393,植物型,belong
394,鬼人型,belong
395,妖獣型,belong
396,獣竜型,belong
397,幻竜型,belong
398,マシーン型,belong
399,両生類型,belong
400,聖竜型,belong
401,昆虫型,belong
402,サイボーグ型,belong
403,獣人型,belong
404,アンデッド型,belong
405,魔人型,belong
406,火炎型,belong
407,獣竜型,belong
408,竜人型,belong
409,獣人型,belong
410,妖精型,belong
411,宇宙人型,belong
412,突然変異型,belong
413,サイボーグ型,belong
414,巨鳥型,belong
416,聖騎士型,belong
417,聖騎士型,belong
418,聖騎士型,belong
419,古代竜人型,belong
420,古代聖騎士型,belong
421,座天使型,belong
422,マシーン型,belong
423,昆虫型,belong
424,古代獣型,belong
425,神人型,belong
426,サイボーグ型,belong
427,魔人型,belong
428,パペット型,belong
429,突然変異型,belong
431,サイボーグ型,belong
432,聖騎士型,belong
434,サイボーグ型,belong
435,魔神型,belong
437,スライム型,belong
438,レッサー型,belong
439,魔王型,belong
440,神人型,belong
448,聖騎士型,belong
449,突然変異型,belong
450,首長竜型,belong
451,サイボーグ型,belong
452,竜人型,belong
453,聖竜型,belong
454,サイボーグ型,belong
455,甲殻類型,belong
456,突然変異型,belong
457,アンデッド型,belong
458,小竜型,belong
459,レッサー型,belong
461,アンデッド型,belong
463,マシーン型,belong
464,マシーン型,belong
465,マシーン型,belong
466,レッサー型,belong
468,聖騎士型,belong
474,竜人型,belong
477,聖獣型,belong
478,聖獣型,belong
479,マシーン型,belong
484,昆虫型,belong
485,昆虫型,belong
486,妖精型,belong
487,鉱物型,belong
488,突然変異型,belong
489,不明,belong
490,不明,belong
491,獣人型,belong
492,魔獣型,belong
494,聖騎士型,belong
510,球根型,belong
512,球根型,belong
514,レッサー型,belong
515,レッサー型,belong
548,幻獣型,belong
563,哺乳類型,belong
564,哺乳類型,belong
567,レッサー型,belong
569,哺乳類型,belong
573,ヒナ鳥型,belong
574,鳥人型,belong
575,神人型,belong
576,マシーン型,belong
577,鬼人型,belong
578,鬼人型,belong
579,鬼人型,belong
580,氷雪型,belong
582,両生類型,belong
584,ゴースト型,belong
586,昆虫型,belong
588,古代獣型,belong
590,アンデッド型,belong
592,昆虫型,belong
594,水棲哺乳類型,belong
595,鉱石型,belong
596,パペット型,belong
597,昆虫型,belong
598,恐竜型,belong
600,魔獣型,belong
601,魔人型,belong
602,魔法戦士型,belong
603,戦士型,belong
604,銀河型,belong
605,古代甲殻類,belong
606,水棲獣人型,belong
607,植物型,belong
609,マシーン型,belong
610,古代鳥型,belong
611,植物型,belong
613,力天使型,belong
614,能天使型,belong
615,マシーン型,belong
616,竜人型,belong
617,竜人型,belong
621,サイボーグ型,belong
622,鳥型,belong
623,鳥型,belong
626,種族不明,belong
627,種族不明,belong
629,種族不明,belong
630,種族不明,belong
631,種族不明,belong
632,種族不明,belong
669,魔人型,belong
670,戦士型,belong
675,サイボーグ型,belong
676,魔人型,belong
677,竜戦士型,belong
678,サイボーグ型,belong
679,魔竜型,belong
680,戦士型,belong
681,サイボーグ型,belong
682,小竜型,belong
683,竜人型,belong
687,小竜型,belong
688,聖騎士型,belong
689,サイボーグ型,belong
690,獣騎士型,belong
691,聖騎士型,belong
692,聖騎士型,belong
693,聖騎士型,belong
697,武器型,belong
698,武器型,belong
699,武器型,belong
700,聖剣型,belong
701,獣型,belong
702,鳥型,belong
703,聖騎士型,belong
704,マシーン型,belong
705,鳥型,belong
706,鳥型,belong
707,哺乳類型,belong
708,パペット型,belong
709,甲殻類型,belong
710,獣人型,belong
711,鎧竜型,belong
712,恐竜型,belong
713,爬虫類型,belong
714,獣型,belong
715,獣人型,belong
716,竜人型,belong
718,戦士型,belong
719,サイボーグ型,belong
720,獣人型,belong
721,妖鳥型,belong
722,サイボーグ型,belong
723,突然変異型,belong
724,首長竜型,belong
725,サイボーグ型,belong
726,魔人型,belong
727,サイボーグ型,belong
728,マシーン型,belong
729,軟体型,belong
730,堕天使型,belong
731,聖獣型,belong
732,古代竜型,belong
733,神人型,belong
734,聖騎士型,belong
735,智天使型,belong
737,サイボーグ型,belong
738,聖騎士型,belong
739,聖騎士型,belong
740,サイボーグ型,belong
741,マシーン型,belong
742,妖精型,belong
743,聖騎士型,belong
744,竜人型,belong
745,サイボーグ型,belong
747,神人型,belong
748,天使型,belong
749,聖騎士型,belong
750,獣型,belong
751,聖騎士型,belong
752,突然変異型,belong
753,軟体型,belong
754,神人型,belong
755,魔人型,belong
756,鉱石型,belong
757,聖騎士型,belong
758,氷雪型,belong
759,突然変異型,belong
760,マシーン型,belong
766,NO DATA,belong
767,神人型,belong
770,マシーン型,belong
771,サイボーグ型,belong
772,特異型,belong
773,戦士型,belong
774,智天使型,belong
775,魔王型,belong
776,光竜型,belong
777,獣騎士型,belong
778,サイボーグ型,belong
779,妖精型,belong
800,マシーン型,belong
801,マシーン型,belong
802,マシーン型,belong
804,NO DATA,belong
805,NO DATA,belong
806,マシーン型,belong
808,マシーン型,belong
809,マシーン型,belong
810,マシーン型,belong
811,人間,belong
812,NO DATA,belong
813,NO DATA,belong
814,NO DATA,belong
815,NO DATA,belong
821,聖騎士型,belong
822,聖騎士型,belong
823,聖騎士型,belong
824,聖騎士型,belong
825,聖騎士型,belong
834,神人型,belong
835,銀河型,belong
836,アンデッド型,belong
837,パペット型,belong
838,突然変異型,belong
839,突然変異型,belong
840,不明,belong
841,不明,belong
842,爬虫類型,belong
843,爬虫類型,belong
845,聖騎士型,belong
846,聖騎士型,belong
847,聖騎士型,belong
848,聖騎士型,belong
849,聖騎士型,belong
850,聖騎士型,belong
851,聖騎士型,belong
852,聖騎士型,belong
853,聖騎士型,belong
854,聖騎士型,belong
855,聖騎士型,belong
856,鉱物型,belong
857,昆虫型,belong
858,獣人型,belong
859,サイボーグ型,belong
860,獣騎士型,belong
861,聖竜型,belong
862,聖騎士型,belong
863,魔獣型,belong
864,魔王型,belong
865,魔人型,belong
866,魔王型,belong
867,神人型,belong
868,魔王型,belong
869,魔神型,belong
870,魔王型,belong
871,種族不明,belong
872,アンデッド型,belong
873,マシーン型,belong
874,合成型,belong
875,魔王型,belong
876,魔王型,belong
877,昆虫型,belong
878,マシーン型,belong
879,機竜型,belong
880,魔人型,belong
881,魔獣型,belong
882,聖騎士型,belong
883,古代獣型,belong
884,力天使型,belong
885,神人型,belong
886,NO DATA,belong
887,NO DATA,belong
888,NO DATA,belong
889,NO DATA,belong
890,NO DATA,belong
891,NO DATA,belong
892,NO DATA,belong
893,NO DATA,belong
894,NO DATA,belong
895,NO DATA,belong
896,NO DATA,belong
897,NO DATA,belong
898,NO DATA,belong
899,NO DATA,belong
906,サイボーグ型,belong
907,サイボーグ型,belong
908,アンデッド型,belong
909,アンデッド型,belong
910,アンデッド型,belong
911,サイボーグ型,belong
912,アンデッド型,belong
913,恐竜型,belong
914,恐竜型,belong
915,神人型,belong
916,アンデッド型,belong
917,水棲哺乳類型,belong
918,マシーン型,belong
919,サイボーグ型,belong
920,アンデッド型,belong
921,聖騎士型,belong
924,獣型,belong
925,獣型,belong
926,巨鳥型,belong
927,巨鳥型,belong
928,サイボーグ型,belong
929,神人型,belong
930,神人型,belong
931,神人型,belong
932,神人型,belong
933,水棲型,belong
934,アンデッド型,belong
935,神人型,belong
936,アンデッド型,belong
937,アンデッド型,belong
938,アンデッド型,belong
939,アンデッド型,belong
940,魔獣型,belong
941,魔人型,belong
942,神人型,belong
943,神人型,belong
944,神人型,belong
951,鬼人型,belong
952,鬼人型,belong
953,氷雪型,belong
954,神人型,belong
955,マシーン型,belong
956,水棲型,belong
957,竜人型,belong
958,水棲獣人型,belong
959,昆虫型,belong
960,昆虫型,belong
961,昆虫型,belong
962,昆虫型,belong
963,竜型,belong
964,鬼人型,belong
965,獣人型,belong
966,合成型,belong
967,地竜型,belong
968,妖精型,belong
969,神人型,belong
970,神人型,belong
971,神人型,belong
972,聖騎士型,belong
973,神人型,belong
974,神人型,belong
975,神人型,belong
976,神人型,belong
977,神人型,belong
978,昆虫型,belong
979,鬼人型,belong
980,マシーン型,belong
981,サイボーグ型,belong
982,マシーン型,belong
983,水棲獣人型,belong
984,水棲獣人型,belong
985,植物型,belong
986,古代甲殻類,belong
987,聖騎士型,belong
988,聖騎士型,belong
989,聖騎士型,belong
990,聖騎士型,belong
991,聖騎士型,belong
992,聖騎士型,belong
993,聖騎士型,belong
994,聖騎士型,belong
995,聖騎士型,belong
996,聖騎士型,belong
997,聖騎士型,belong
998,聖騎士型,belong
999,神人型,belong
0,果てなき世界へ,bgm_name
1,エージェント・アルファ,bgm_name
2,wherever you are (JP Ver.）,bgm_name
4,wherever you are (Eng Ver.),bgm_name
101,繁栄のセントラル・タウン,bgm_name
104,晴天のギア・フォレスト,bgm_name
106,駆動するファクトリアル・エリア,bgm_name
108,天空の門,bgm_name
111,不思議な空間,bgm_name
112,夢の世界,bgm_name
113,上位存在の意志,bgm_name
114,時の狭間劇場,bgm_name
116,HIGH ELEVATION,bgm_name
117,リベリオン・ビレッジ,bgm_name
119,STREET BUSTLE,bgm_name
120,未使用テキスト,bgm_name
121,戦士たちの憩い,bgm_name
124,イントゥ・ジ・アビス,bgm_name
125,アザーサイド・アイル,bgm_name
126,未使用テキスト,bgm_name
127,未使用テキスト,bgm_name
128,未使用テキスト,bgm_name
129,ハイライズ・コロシアム・ロビー,bgm_name
130,森の宴,bgm_name
133,静寂のプリズン,bgm_name
201,エンジョイ・ファイト,bgm_name
202,市街戦,bgm_name
204,試練との闘い,bgm_name
205,最恐邪神降臨,bgm_name
206,邪神降臨,bgm_name
207,邪悪の柱,bgm_name
215,未使用テキスト,bgm_name
301,マイ・ホーム,bgm_name
303,SMALL MEMORY,bgm_name
305,匂い立つ謎,bgm_name
306,ひと時の安堵,bgm_name
307,迫りくる脅威,bgm_name
308,不穏空間,bgm_name
309,状況、進行中,bgm_name
310,運命との対峙,bgm_name
311,Silhouette,bgm_name
312,UPPER MIND,bgm_name
314,戦い終わって,bgm_name
315,旅の途中,bgm_name
317,世界崩壊の時,bgm_name
319,Silhouette（Piano Ver.）,bgm_name
320,目前の脅威,bgm_name
321,HIGHER MIND,bgm_name
322,未使用テキスト,bgm_name
323,未使用テキスト,bgm_name
401,任務、実行中,bgm_name
402,祈り,bgm_name
404,オフィスにて,bgm_name
405,Public Security,bgm_name
406,神々との邂逅,bgm_name
501,Digital Planet,bgm_name
505,CARD BATTLES,bgm_name
506,Butter-Fly（From デジモンアドベンチャー）,bgm_name
507,brave heart（From デジモンアドベンチャー）,bgm_name
508,ターゲット ～赤い衝撃～（From デジモンアドベンチャー02）,bgm_name
509,Break Up!（From デジモンアドベンチャー02）,bgm_name
510,The Biggest Dreamer（From デジモンテイマーズ）,bgm_name
511,SLASH!!（From デジモンテイマーズ）,bgm_name
512,FIRE!!（From デジモンフロンティア）,bgm_name
513,With The Will（From デジモンフロンティア）,bgm_name
514,強ing! Going! My soul!!（From デジモンセイバーズ）,bgm_name
515,Believer（From デジモンセイバーズ）,bgm_name
516,ネバギバ！（From デジモンクロスウォーズ）,bgm_name
517,WE ARE クロスハート! （From デジモンクロスウォーズ）,bgm_name
518,未確認飛行船（From デジモンアドベンチャー：）,bgm_name
519,Break the chain（From デジモンアドベンチャー：）,bgm_name
520,FACTION（From デジモンゴーストゲーム）,bgm_name
521,First Riders（From デジモンゴーストゲーム）,bgm_name
522,未使用テキスト,bgm_name
523,クーロンを駆ける（From  サイバースルゥース）,bgm_name
524,DIGITAL LABORATORY（From  サイバースルゥース）,bgm_name
525,未使用テキスト,bgm_name
526,未使用テキスト,bgm_name
527,未使用テキスト,bgm_name
528,DIGITAL WARS（From  サイバースルゥース）,bgm_name
529,勝者の凱歌（From  サイバースルゥース）,bgm_name
530,コネクトジャンプ！（From  サイバースルゥース）,bgm_name
531,とある探偵事務所の一日（From  サイバースルゥース）,bgm_name
532,未使用テキスト,bgm_name
533,HOPE STER（From  サイバースルゥース）,bgm_name
534,マヨヒガに彷徨う（From  サイバースルゥース）,bgm_name
535,未使用テキスト,bgm_name
536,未使用テキスト,bgm_name
537,未使用テキスト,bgm_name
538,未使用テキスト,bgm_name
539,未使用テキスト,bgm_name
540,哀しみを断ち切って（From  サイバースルゥース）,bgm_name
541,未使用テキスト,bgm_name
542,未使用テキスト,bgm_name
543,DIGI-FARM（From  サイバースルゥース）,bgm_name
544,ようこそ、この素晴らしき空間へ（From  サイバースルゥース）,bgm_name
545,未使用テキスト,bgm_name
546,未使用テキスト,bgm_name
547,未使用テキスト,bgm_name
548,侵蝕するもの（From  サイバースルゥース）,bgm_name
549,未使用テキスト,bgm_name
550,未使用テキスト,bgm_name
551,FINAL PHASE（From  サイバースルゥース）,bgm_name
552,未使用テキスト,bgm_name
553,未使用テキスト,bgm_name
554,未使用テキスト,bgm_name
555,CONFRONT THE ENEMY（From  サイバースルゥース）,bgm_name
556,未使用テキスト,bgm_name
557,未使用テキスト,bgm_name
558,未使用テキスト,bgm_name
559,未使用テキスト,bgm_name
560,SPIRITUAL BOY（From  サイバースルゥース）,bgm_name
561,未使用テキスト,bgm_name
562,未使用テキスト,bgm_name
563,MESSAGE（From  サイバースルゥース）,bgm_name
564,MA・E・MU・KIぽっぷがーる（From  サイバースルゥース）,bgm_name
565,未使用テキスト,bgm_name
566,未使用テキスト,bgm_name
567,DEEP EMOTION（From  サイバースルゥース）,bgm_name
568,HACKING PRIDE（From  サイバースルゥース）,bgm_name
569,未使用テキスト,bgm_name
570,刹那いハミングバード（From  サイバースルゥース）,bgm_name
571,未使用テキスト,bgm_name
572,未使用テキスト,bgm_name
573,未使用テキスト,bgm_name
574,未使用テキスト,bgm_name
575,未使用テキスト,bgm_name
576,ROYAL KNIGHTS（From  サイバースルゥース）,bgm_name
577,未使用テキスト,bgm_name
578,未使用テキスト,bgm_name
579,来るべき新世界（From  サイバースルゥース）,bgm_name
580,未使用テキスト,bgm_name
581,Re-INSTALL（From  サイバースルゥース）,bgm_name
582,YA CYBER SLEUTH（From  ハッカーズメモリー）,bgm_name
583,CYBER DUEL（From  ハッカーズメモリー）,bgm_name
584,FUDIE（From  ハッカーズメモリー）,bgm_name
585,ONE MIND（From  ハッカーズメモリー）,bgm_name
586,未使用テキスト,bgm_name
587,未使用テキスト,bgm_name
588,未使用テキスト,bgm_name
589,未使用テキスト,bgm_name
590,HACKER'S DIGNITY（From  ハッカーズメモリー）,bgm_name
591,未使用テキスト,bgm_name
592,未使用テキスト,bgm_name
593,未使用テキスト,bgm_name
594,未使用テキスト,bgm_name
595,未使用テキスト,bgm_name
596,LAST CYBER ATTACK（From  ハッカーズメモリー）,bgm_name
597,MEMORIES（From  ハッカーズメモリー）,bgm_name
598,THE CYBER SLEUTH（From  サイバースルゥース）,bgm_name
610,MISSION START,bgm_name
720,未使用テキスト,bgm_name
721,未使用テキスト,bgm_name
722,未使用テキスト,bgm_name
723,未使用テキスト,bgm_name
724,未使用テキスト,bgm_name
725,未使用テキスト,bgm_name
726,未使用テキスト,bgm_name
727,未使用テキスト,bgm_name
728,未使用テキスト,bgm_name
729,未使用テキスト,bgm_name
730,未使用テキスト,bgm_name
731,未使用テキスト,bgm_name
732,未使用テキスト,bgm_name
733,未使用テキスト,bgm_name
734,未使用テキスト,bgm_name
735,未使用テキスト,bgm_name
736,未使用テキスト,bgm_name
737,未使用テキスト,bgm_name
738,未使用テキスト,bgm_name
739,未使用テキスト,bgm_name
740,未使用テキスト,bgm_name
741,未使用テキスト,bgm_name
742,未使用テキスト,bgm_name
743,未使用テキスト,bgm_name
744,未使用テキスト,bgm_name
745,未使用テキスト,bgm_name
746,未使用テキスト,bgm_name
804,ビッグ・アノマリー,bgm_name
805,Engage the Anomalies,bgm_name
806,未使用テキスト,bgm_name
900,City (Daylight),bgm_name
901,City (Evening),bgm_name
902,City (Night),bgm_name
